id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SMC2	10	2.808e-05	0.00024144	0.007844	219	8	-1.439	0.98301	0.98609	1.0	6814	1	-1.439
MIS18BP1	10	2.8316e-05	0.00024283	0.007853	220	7	-1.007	0.41387	0.69033	1.0	4649	2	-1.007
MCM7	10	2.9428e-05	0.00025674	0.008229	221	8	-0.83642	0.7236	0.88419	1.0	5882	1	-0.83642
RNASEH2C	10	2.9523e-05	0.00025674	0.008229	222	8	-0.77348	0.90996	0.96005	1.0	6508	2	-0.77348
CDK9	10	2.9823e-05	0.00025814	0.008236	223	6	-0.87541	0.96554	0.97996	1.0	6718	1	-0.87541
RPL36A	23	2.9864e-05	0.0002971	0.009111	224	14	-0.70861	0.56418	0.87873	1.0	5343	3	-0.70861
WEE1	10	3.0353e-05	0.00026231	0.008332	225	9	-1.2308	0.99928	0.99926	1.0	7033	0	-1.2308
POP5	10	3.124e-05	0.00027066	0.008521	226	9	-1.6779	0.35032	0.63948	1.0	4355	1	-1.6779
WDR82	10	3.1326e-05	0.00027066	0.008521	227	6	-1.4095	0.95717	0.97794	1.0	6696	1	-1.4095
MED30	10	3.1604e-05	0.00027205	0.008527	228	8	-2.0187	0.733	0.8889	1.0	5914	1	-2.0187
NHP2L1	10	3.2547e-05	0.00028805	0.008989	229	8	-0.90988	0.82758	0.93251	1.0	6266	1	-0.90988
MNAT1	10	3.3328e-05	0.00029432	0.009111	230	8	-0.91214	0.61691	0.83347	1.0	5517	2	-0.91214
POLR1E	10	3.3481e-05	0.00029571	0.009111	231	9	-0.72575	0.99996	0.99996	1.0	7085	0	-0.72575
CSTF1	10	3.3796e-05	0.0002971	0.009111	232	9	-1.0404	0.46433	0.72995	1.0	4890	1	-1.0404
RPL30	15	3.4008e-05	0.00033328	0.010091	233	11	-1.1101	0.99058	0.99683	1.0	6879	2	-1.1101
CENPM	10	3.5918e-05	0.00031519	0.009625	234	8	-1.2712	0.89286	0.9533	1.0	6457	1	-1.2712
PHB	10	3.7004e-05	0.00032076	0.009753	235	7	-1.0416	0.28782	0.57337	1.0	3971	2	-1.0416
RPS29	17	3.7936e-05	0.00040703	0.011396	236	13	-0.58196	0.92063	0.98392	1.0	6555	2	-0.58196
NOP16	10	4.0022e-05	0.00034024	0.010258	237	8	-1.0116	0.95323	0.97711	1.0	6683	1	-1.0116
CHD8	10	4.0606e-05	0.00034441	0.01034	238	8	-0.89087	0.82326	0.93128	1.0	6259	1	-0.89087
RBBP6	10	4.1022e-05	0.0003472	0.010379	239	8	-1.7603	0.9952	0.99526	1.0	6938	0	-1.7603
THAP1	10	4.174e-05	0.00034998	0.01041	240	8	-2.047	0.4126	0.68937	1.0	4644	1	-2.047
DNM2	10	4.1891e-05	0.00035276	0.01041	241	9	-1.0535	0.99898	0.99898	1.0	7018	0	-1.0535
RFC3	10	4.1896e-05	0.00035276	0.01041	242	7	-1.3977	0.94166	0.97452	1.0	6659	2	-1.3977
COASY	10	4.2032e-05	0.00035555	0.01041	243	9	-0.73103	0.64752	0.84779	1.0	5613	1	-0.73103
NCBP1	10	4.2041e-05	0.00035555	0.01041	244	7	-0.8654	0.99329	0.99335	1.0	6916	0	-0.8654
EIF2B5	10	4.2952e-05	0.00036529	0.010649	245	7	-0.86089	0.99777	0.99781	1.0	6983	0	-0.86089
RNPC3	10	4.3892e-05	0.00036668	0.010649	246	7	-1.7475	0.94743	0.97607	1.0	6673	1	-1.7475
PSMA5	10	4.5395e-05	0.0003792	0.010968	247	8	-0.86212	0.99984	0.99985	1.0	7068	0	-0.86212
TCEB2	10	4.6374e-05	0.00038616	0.011124	248	7	-1.381	0.71457	0.87957	1.0	5854	2	-1.381
RPL36AL	19	4.7255e-05	0.00049888	0.013294	249	12	-0.58446	0.25956	0.61344	1.0	3762	4	-0.58446
TONSL	10	4.7382e-05	0.0003959	0.01129	250	9	-0.91014	0.85625	0.94108	1.0	6343	1	-0.91014
DDX47	10	4.7978e-05	0.00039729	0.01129	251	7	-1.0745	0.76394	0.90464	1.0	6027	2	-1.0745
CDC5L	10	4.8318e-05	0.00039868	0.01129	252	7	-1.0813	0.7413	0.89307	1.0	5947	1	-1.0813
ANAPC11	10	4.8614e-05	0.00040008	0.01129	253	6	-0.82162	0.27379	0.55573	1.0	3862	3	-0.82162
BYSL	10	4.8853e-05	0.00040147	0.01129	254	7	-0.89093	0.77279	0.90905	1.0	6064	3	-0.89093
POLR1B	10	4.8992e-05	0.00040147	0.01129	255	7	-1.2152	0.24987	0.5255	1.0	3695	2	-1.2152
PRPF6	10	4.9398e-05	0.00040842	0.011396	256	9	-1.3748	0.99759	0.99762	1.0	6978	0	-1.3748
CCDC115	10	5.0153e-05	0.0004126	0.011467	257	8	-1.3362	0.99804	0.99808	1.0	6991	0	-1.3362
RBM39	10	5.4147e-05	0.00043904	0.012155	258	9	-1.2048	0.52222	0.77437	1.0	5148	1	-1.2048
MAPK1	10	5.4413e-05	0.00044182	0.012184	259	6	-0.96138	0.54897	0.79401	1.0	5272	2	-0.96138
EP300	10	5.487e-05	0.00044461	0.012214	260	8	-0.97555	0.78614	0.91597	1.0	6128	1	-0.97555
ZMAT5	10	5.544e-05	0.00044878	0.012281	261	5	-0.95833	0.87276	0.94643	1.0	6386	2	-0.95833
ELL	10	5.6412e-05	0.00045852	0.01249	262	7	-1.0524	0.99441	0.99452	1.0	6927	0	-1.0524
ACTR8	10	5.6516e-05	0.00045991	0.01249	263	8	-0.75958	0.97755	0.98367	1.0	6767	1	-0.75958
TAF3	10	5.6713e-05	0.0004627	0.012517	264	8	-1.0181	0.94695	0.97599	1.0	6670	1	-1.0181
MED21	10	5.7906e-05	0.00047383	0.012722	265	7	-1.0516	0.24699	0.52183	1.0	3664	3	-1.0516
SNIP1	10	5.7988e-05	0.00047383	0.012722	266	8	-0.81464	0.98918	0.9898	1.0	6861	1	-0.81464
UROD	10	5.9789e-05	0.00048635	0.013009	267	9	-0.93926	0.99815	0.99817	1.0	6995	0	-0.93926
RAD51	10	6.181e-05	0.00050444	0.013392	268	6	-1.2419	0.60032	0.82565	1.0	5466	1	-1.2419
YARS	10	6.5107e-05	0.00053506	0.014152	269	7	-1.7701	0.037079	0.14366	0.743716	1376	2	-1.7701
CHAF1B	10	6.5834e-05	0.00053784	0.014173	270	7	-1.4038	0.91076	0.96036	1.0	6511	2	-1.4038
RPS19	25	6.5845e-05	0.00078415	0.019173	271	14	-0.36112	0.11048	0.39647	0.956876	2461	4	-0.36112
POLD2	10	6.9882e-05	0.0005615	0.014742	272	8	-1.2162	0.98185	0.98553	1.0	6801	1	-1.2162
TRNAU1AP	10	7.069e-05	0.00057541	0.015052	273	7	-1.2969	0.16711	0.41446	0.96781	3051	1	-1.2969
POLE2	10	7.7538e-05	0.00060742	0.015773	274	7	-1.1935	0.99241	0.9925	1.0	6899	0	-1.1935
VPS25	10	7.7732e-05	0.00060742	0.015773	275	7	-1.4079	0.54185	0.78876	1.0	5236	3	-1.4079
DSN1	10	7.811e-05	0.00061159	0.015824	276	9	-1.1814	0.43377	0.70604	1.0	4759	1	-1.1814
SRSF7	10	7.9592e-05	0.00062412	0.016089	277	9	-1.1317	0.98079	0.98503	1.0	6792	1	-1.1317
TICRR	10	8.191e-05	0.00063803	0.01633	278	7	-1.5512	0.7446	0.89476	1.0	5957	2	-1.5512
MCM6	10	8.3749e-05	0.00065195	0.016626	279	9	-0.71903	0.81233	0.92838	1.0	6234	1	-0.71903
RPS28	14	8.5392e-05	0.00082311	0.019785	280	12	-1.0246	0.99843	0.99847	1.0	6999	1	-1.0246
NUDC	10	8.6035e-05	0.00067561	0.017168	281	8	-0.98036	0.023215	0.098451	0.678103	1034	2	-0.98036
C9orf114	10	8.7317e-05	0.00068535	0.017292	282	8	-1.0222	0.99225	0.99236	1.0	6896	0	-1.0222
RBM48	10	8.7466e-05	0.00068535	0.017292	283	8	-0.83113	0.99911	0.99911	1.0	7025	0	-0.83113
EXOSC3	10	8.782e-05	0.00068813	0.0173	284	8	-0.83888	0.998	0.99804	1.0	6988	0	-0.83888
SNRPC	10	8.8497e-05	0.0006937	0.017379	285	9	-1.0178	0.99954	0.99952	1.0	7051	0	-1.0178
FAM96B	9	8.8752e-05	0.00063108	0.01621	286	6	-0.87327	0.59027	0.80046	1.0	5437	2	-0.87327
CHEK1	10	9.044e-05	0.00071039	0.017735	287	9	-0.7385	0.39377	0.67429	1.0	4556	1	-0.7385
SF3A2	10	9.2301e-05	0.0007257	0.017991	288	7	-1.1699	0.91661	0.96283	1.0	6529	2	-1.1699
PPP1CB	10	9.2331e-05	0.0007257	0.017991	289	8	-1.2357	0.072041	0.2325	0.858504	1930	2	-1.2357
IMPDH2	10	9.4325e-05	0.00073823	0.018238	290	9	-1.2338	0.99936	0.99936	1.0	7037	0	-1.2338
POLD3	10	9.4693e-05	0.00074101	0.018243	291	6	-0.94126	0.31525	0.60626	1.0	4176	1	-0.94126
SAP18	10	0.00010037	0.0007758	0.019034	292	7	-1.3201	0.42327	0.6979	1.0	4711	1	-1.3201
CEP120	10	0.00010347	0.00079806	0.019413	293	9	-0.64373	0.97365	0.98228	1.0	6746	1	-0.64373
UBTF	10	0.00010358	0.00079945	0.019413	294	6	-0.62561	0.7682	0.90675	1.0	6043	2	-0.62561
LUC7L3	10	0.00010561	0.00082033	0.019785	295	8	-0.68931	0.9958	0.99585	1.0	6949	0	-0.68931
WRB	10	0.00010578	0.00082033	0.019785	296	9	-0.74993	0.99812	0.99815	1.0	6993	0	-0.74993
RNASEH2A	10	0.00010697	0.00082589	0.019785	297	6	-0.85156	0.9179	0.96341	1.0	6536	1	-0.85156
RPS26	18	0.00010754	0.00098314	0.022711	298	11	-0.53935	0.73408	0.93451	1.0	5921	4	-0.53935
GINS3	10	0.00010777	0.00083285	0.019885	299	7	-1.5062	0.34911	0.63841	1.0	4349	1	-1.5062
PSMC6	10	0.00010932	0.00084677	0.02015	300	7	-1.0364	0.97403	0.98241	1.0	6750	1	-1.0364
TKT	10	0.00011174	0.00088434	0.020966	301	8	-1.1545	0.075744	0.24074	0.862913	1987	1	-1.1545
CDC27	10	0.00011226	0.00088712	0.020966	302	5	-0.51206	0.43745	0.7089	1.0	4776	1	-0.51206
BRD8	10	0.00011283	0.00088991	0.020966	303	7	-1.5568	0.65416	0.85088	1.0	5637	2	-1.5568
EAPP	10	0.00011478	0.00089826	0.021093	304	9	-0.9553	0.99584	0.99588	1.0	6950	0	-0.9553
MLL	10	0.00011518	0.00090243	0.021121	305	8	-0.80166	0.99431	0.99441	1.0	6925	0	-0.80166
SRRM1	10	0.0001199	0.00094139	0.021961	306	7	-0.94398	0.78512	0.91546	1.0	6122	1	-0.94398
SNRPA1	10	0.00012155	0.00095114	0.022115	307	8	-0.98962	0.92489	0.96643	1.0	6578	2	-0.98962
CDKN2AIP	10	0.00012682	0.00097757	0.022656	308	8	-0.88612	0.66226	0.85458	1.0	5663	2	-0.88612
C19orf70	10	0.00012947	0.00099149	0.02283	309	9	-0.87599	0.99963	0.99963	1.0	7059	0	-0.87599
EXOSC2	10	0.00013043	0.0010012	0.02298	310	7	-0.87814	0.87873	0.94837	1.0	6407	2	-0.87814
MED1	10	0.00013122	0.0010068	0.023033	311	7	-0.8027	0.051373	0.18358	0.790844	1652	3	-0.8027
CCDC59	10	0.00013265	0.0010235	0.023329	312	7	-1.088	0.19105	0.44778	0.988503	3229	2	-1.088
DNAJA3	10	0.00013324	0.0010263	0.023329	313	9	-0.97516	0.95665	0.97784	1.0	6692	1	-0.97516
ANAPC7	10	0.00013462	0.0010305	0.023349	314	7	-0.93259	0.98974	0.9902	1.0	6863	1	-0.93259
NCAPG	10	0.00013798	0.0010513	0.023747	315	8	-1.1019	0.015419	0.070971	0.636853	794	1	-1.1019
C21orf59	10	0.00014039	0.0010652	0.023985	316	8	-1.3812	0.93214	0.96982	1.0	6612	2	-1.3812
OIP5	10	0.00014179	0.0010778	0.02419	317	9	-0.90065	0.9999	0.9999	1.0	7074	0	-0.90065
ZBTB7A	10	0.00014557	0.0011112	0.024784	318	9	-0.99072	0.99654	0.9966	1.0	6961	0	-0.99072
FAM65A	10	0.00014638	0.0011153	0.024799	319	8	-0.44393	0.1532	0.39409	0.954785	2940	1	-0.44393
DPH3	10	0.00014731	0.0011223	0.024876	320	5	-0.53146	0.79822	0.92248	1.0	6191	3	-0.53146
PSMD4	10	0.00014822	0.0011306	0.024983	321	6	-1.3008	0.69344	0.86941	1.0	5778	2	-1.3008
CDK6	10	0.00015021	0.0011418	0.025104	322	9	-0.51727	0.99479	0.99488	1.0	6933	0	-0.51727
SKA3	10	0.00015045	0.0011432	0.025104	323	9	-0.83963	0.99997	0.99998	1.0	7088	0	-0.83963
RPRD1B	10	0.0001528	0.0011668	0.025545	324	9	-0.95117	0.99938	0.99938	1.0	7039	0	-0.95117
PRKDC	10	0.00015355	0.0011807	0.02577	325	9	-0.88517	0.70768	0.87618	1.0	5822	1	-0.88517
PTMS	10	0.00015536	0.0012002	0.026115	326	4	-0.079801	0.25922	0.53757	1.0	3758	2	-0.079801
RRM1	10	0.00016225	0.0012615	0.027364	327	9	-1.2227	0.45148	0.71997	1.0	4839	1	-1.2227
XPO5	10	0.00017378	0.0013575	0.029357	328	8	-0.94414	0.24816	0.52333	1.0	3676	2	-0.94414
CASC3	10	0.00017797	0.0013881	0.029928	329	8	-0.68335	0.82572	0.93193	1.0	6262	1	-0.68335
SPC25	10	0.00017973	0.0014104	0.030316	330	7	-0.76085	0.774	0.90964	1.0	6068	1	-0.76085
POLR3C	10	0.00018164	0.0014229	0.03037	331	8	-0.84944	0.99837	0.99839	1.0	6998	0	-0.84944
NOB1	10	0.00018176	0.0014243	0.03037	332	9	-1.5604	0.99994	0.99994	1.0	7078	0	-1.5604
PPWD1	10	0.00018198	0.0014257	0.03037	333	9	-0.77913	0.90489	0.95802	1.0	6494	1	-0.77913
RRP12	10	0.00018407	0.001441	0.030604	334	9	-0.78751	0.99887	0.99888	1.0	7014	0	-0.78751
CDC7	10	0.00018688	0.0014591	0.030896	335	7	-0.78987	0.7952	0.92082	1.0	6169	3	-0.78987
RBX1	10	0.00018933	0.0014744	0.031128	336	7	-1.0298	0.60909	0.82988	1.0	5489	3	-1.0298
PRPF31	10	0.00019117	0.0014841	0.031241	337	6	-0.32807	0.65592	0.85168	1.0	5643	3	-0.32807
WDR24	10	0.000192	0.0014911	0.031295	338	8	-1.1626	0.83838	0.93557	1.0	6289	1	-1.1626
SRFBP1	10	0.00019823	0.0015495	0.032426	339	9	-0.62511	0.99943	0.99942	1.0	7044	0	-0.62511
BCAS2	10	0.00020004	0.0015634	0.032526	340	8	-0.63109	0.64093	0.84469	1.0	5587	2	-0.63109
NUP188	10	0.00020013	0.0015634	0.032526	341	7	-0.96458	0.97548	0.98292	1.0	6761	1	-0.96458
TRIB1	10	0.00020129	0.0015773	0.032685	342	7	-0.9459	0.94327	0.97536	1.0	6662	1	-0.9459
RPL38	6	0.00020199	0.0011014	0.024644	343	5	-1.1993	0.98983	0.98987	1.0	6866	0	-1.1993
KAT8	10	0.00020285	0.0015885	0.032685	344	8	-0.98299	0.56007	0.80239	1.0	5322	1	-0.98299
SNRNP25	10	0.00020325	0.0015899	0.032685	345	8	-1.5677	0.77133	0.90834	1.0	6058	2	-1.5677
SAMD4B	10	0.00020354	0.0015913	0.032685	346	9	-0.57797	0.99994	0.99995	1.0	7081	0	-0.57797
SRSF6	10	0.00020422	0.001594	0.032685	347	9	-1.1147	0.99993	0.99994	1.0	7075	0	-1.1147
ZKSCAN1	10	0.00020519	0.0015996	0.032705	348	2	-0.0015554	0.24455	0.51879	1.0	3637	3	-0.0015554
PSMA6	10	0.00023141	0.0017763	0.036214	349	8	-1.4137	0.99942	0.99941	1.0	7042	0	-1.4137
SLC25A26	10	0.00023285	0.0017875	0.036271	350	8	-1.2963	0.99962	0.99962	1.0	7057	0	-1.2963
SRF	10	0.00023376	0.0017944	0.036271	351	9	-0.65441	0.98815	0.98906	1.0	6853	1	-0.65441
TAF6	10	0.00023404	0.0017944	0.036271	352	7	-1.1746	0.92332	0.9658	1.0	6568	1	-1.1746
PLK1	10	0.00023619	0.0018125	0.036494	353	6	-1.3748	0.53645	0.78477	1.0	5211	2	-1.3748
NUDT21	10	0.00023768	0.0018209	0.036494	354	8	-1.1988	0.94701	0.976	1.0	6671	1	-1.1988
PRPF38A	10	0.00023785	0.0018209	0.036494	355	7	-1.0557	0.70033	0.8727	1.0	5795	2	-1.0557
SNAPC1	10	0.00023901	0.0018278	0.036531	356	8	-1.3943	0.7961	0.92129	1.0	6177	2	-1.3943
STAT5B	10	0.00024111	0.0018501	0.036872	357	9	-0.56757	0.88249	0.94962	1.0	6417	1	-0.56757
XRN2	10	0.00024245	0.0018598	0.036963	358	6	-0.99961	0.60491	0.82787	1.0	5480	1	-0.99961
C12orf45	10	0.00025035	0.0019113	0.03788	359	5	-0.1989	0.70276	0.87384	1.0	5803	2	-0.1989
SYMPK	10	0.00025163	0.0019238	0.038023	360	9	-0.98602	0.58247	0.81758	1.0	5411	1	-0.98602
PCNT	10	0.00025332	0.0019378	0.038067	361	8	-0.739	0.91671	0.96287	1.0	6530	2	-0.739
GLE1	10	0.00025424	0.0019433	0.038067	362	8	-0.80867	0.98785	0.98884	1.0	6849	1	-0.80867
DNTTIP1	10	0.00025458	0.0019447	0.038067	363	8	-1.1645	0.79967	0.92322	1.0	6195	1	-1.1645
E4F1	10	0.00025556	0.0019475	0.038067	364	8	-0.73258	0.84067	0.93623	1.0	6297	1	-0.73258
DDX56	10	0.00025923	0.0019684	0.03837	365	7	-0.88594	0.96466	0.97973	1.0	6714	1	-0.88594
TRMT61A	10	0.0002596	0.0019739	0.038373	366	9	-0.58881	0.92359	0.96589	1.0	6570	1	-0.58881
ZNF131	10	0.00026152	0.0019865	0.038511	367	8	-0.972	0.051634	0.18423	0.790844	1657	1	-0.972
DHX15	10	0.00026584	0.0020226	0.039106	368	7	-0.78283	0.98053	0.98491	1.0	6789	1	-0.78283
ASH2L	10	0.00026963	0.0020491	0.03951	369	8	-0.95396	0.71007	0.87732	1.0	5836	1	-0.95396
MED19	10	0.00028351	0.0021521	0.041383	370	9	-1.2371	0.99905	0.99904	1.0	7021	0	-1.2371
DCPS	10	0.0002931	0.0022133	0.042446	371	7	-0.87773	0.22538	0.49397	1.0	3498	2	-0.87773
BUD31	10	0.00029476	0.0022272	0.042598	372	8	-1.3349	0.51933	0.77221	1.0	5133	1	-1.3349
ALG2	10	0.00029834	0.0022578	0.043068	373	8	-0.84021	0.95601	0.97773	1.0	6690	1	-0.84021
CTCF	10	0.00030353	0.0022801	0.04333	374	6	-1.2726	0.62658	0.83798	1.0	5548	3	-1.2726
DCTN3	10	0.00030603	0.0022884	0.04333	375	9	-1.3157	0.81169	0.92821	1.0	6232	1	-1.3157
PELO	10	0.00030622	0.0022898	0.04333	376	7	-0.67381	0.89157	0.95284	1.0	6446	1	-0.67381
RPP38	10	0.00031513	0.0023413	0.044122	377	9	-0.98549	0.99774	0.99778	1.0	6982	0	-0.98549
CENPW	10	0.00031566	0.0023441	0.044122	378	9	-0.65701	0.76594	0.90563	1.0	6038	1	-0.65701
TRIAP1	10	0.00031732	0.0023524	0.044163	379	6	-1.1513	0.83545	0.93474	1.0	6281	2	-1.1513
RB1CC1	10	0.00031935	0.0023664	0.044307	380	7	-0.78036	0.92883	0.96825	1.0	6601	1	-0.78036
RPN2	10	0.0003205	0.0023761	0.044373	381	6	-0.81831	0.24125	0.51455	1.0	3611	2	-0.81831
CAD	10	0.00032318	0.00239	0.044516	382	7	-0.96007	0.67818	0.86212	1.0	5716	2	-0.96007
MTBP	10	0.0003322	0.0024373	0.045264	383	8	-0.60963	0.95472	0.97745	1.0	6687	1	-0.60963
EEFSEC	10	0.00033308	0.0024429	0.045264	384	9	-0.62862	0.98181	0.98551	1.0	6800	1	-0.62862
NCBP2	10	0.00033458	0.0024499	0.045275	385	8	-0.98008	0.91444	0.96195	1.0	6523	1	-0.98008
PSMB5	10	0.00033761	0.0024638	0.045414	386	8	-0.69438	0.93886	0.97306	1.0	6648	1	-0.69438
TRIM24	10	0.00034028	0.0024805	0.045562	387	7	-0.4064	0.44852	0.71766	1.0	4823	2	-0.4064
HAUS1	10	0.00034081	0.0024846	0.045562	388	8	-0.8515	0.75862	0.90192	1.0	6008	2	-0.8515
BPTF	10	0.00034618	0.0025292	0.04626	389	9	-0.69474	0.98589	0.98764	1.0	6834	1	-0.69474
SRSF11	10	0.00034975	0.0025723	0.046928	390	8	-1.3365	0.96502	0.97981	1.0	6717	1	-1.3365
MED9	10	0.00035162	0.0025834	0.047011	391	6	-0.75663	0.89202	0.953	1.0	6450	1	-0.75663
UTP23	10	0.00035956	0.0026294	0.047583	392	8	-1.0493	0.72574	0.88525	1.0	5889	1	-1.0493
TUBE1	10	0.00035972	0.0026315	0.047583	393	9	-1.1765	0.60939	0.83002	1.0	5491	1	-1.1765
PES1	10	0.00036038	0.0026349	0.047583	394	8	-0.80936	0.87195	0.94616	1.0	6384	2	-0.80936
SNRPD3	10	0.00036295	0.0026475	0.047592	395	5	-0.45722	0.70164	0.87327	1.0	5798	2	-0.45722
NVL	10	0.0003633	0.0026488	0.047592	396	6	-1.058	0.81662	0.92951	1.0	6244	2	-1.058
MTPAP	10	0.00036395	0.0026558	0.047597	397	7	-0.91034	0.32856	0.62178	1.0	4254	1	-0.91034
ACIN1	10	0.00036686	0.0026809	0.047925	398	9	-0.77447	0.98253	0.98586	1.0	6809	1	-0.77447
EMC2	10	0.00036904	0.0026892	0.047954	399	7	-0.85434	0.92557	0.96676	1.0	6583	2	-0.85434
WDR77	10	0.00038329	0.0027713	0.049295	400	7	-0.86065	0.0053906	0.029711	0.494275	427	2	-0.86065
PPP4C	10	0.00038516	0.0027852	0.049419	401	7	-0.78606	0.99929	0.99928	1.0	7034	0	-0.78606
EXOC8	10	0.00038802	0.0028075	0.049616	402	7	-0.78975	0.76841	0.90687	1.0	6046	1	-0.78975
YY1	10	0.00038869	0.0028103	0.049616	403	8	-1.0885	0.49383	0.75285	1.0	5016	1	-1.0885
TAF1	10	0.00039138	0.0028311	0.04986	404	7	-0.68789	0.83819	0.93551	1.0	6288	2	-0.68789
KIF23	10	0.00039347	0.0028492	0.050055	405	6	-0.69746	0.93814	0.97269	1.0	6645	2	-0.69746
TEX10	10	0.0003955	0.0028645	0.0502	406	7	-0.75238	0.29323	0.57974	1.0	4025	2	-0.75238
TMEM258	10	0.00039967	0.0028979	0.05066	407	8	-0.92956	0.85462	0.94058	1.0	6335	1	-0.92956
TIPRL	10	0.00042347	0.0030635	0.05339	408	8	-0.95419	0.99946	0.99945	1.0	7046	0	-0.95419
CCDC71L	10	0.00042431	0.0030691	0.05339	409	9	-0.66785	0.98369	0.98645	1.0	6818	1	-0.66785
ZBED2	10	0.0004287	0.0031053	0.053888	410	4	-0.0093073	0.67187	0.85916	1.0	5696	3	-0.0093073
PLK4	10	0.00043621	0.0031498	0.054528	411	5	-0.28875	0.1745	0.4248	0.974086	3107	3	-0.28875
TRRAP	10	0.00043949	0.0031735	0.054804	412	5	-0.082634	0.23159	0.50192	1.0	3541	3	-0.082634
COPG1	10	0.0004528	0.0032778	0.056469	413	8	-0.72385	0.70912	0.87684	1.0	5829	1	-0.72385
IK	10	0.00046271	0.0033363	0.057337	414	7	-0.6557	0.2455	0.51996	1.0	3647	2	-0.6557
SRRT	10	0.00046995	0.0033905	0.058109	415	8	-0.76308	0.37	0.65548	1.0	4450	1	-0.76308
CENPL	10	0.00047078	0.0033975	0.058109	416	9	-0.63873	0.99988	0.99988	1.0	7073	0	-0.63873
DLST	10	0.00047225	0.0034114	0.058207	417	6	-1.1465	0.77357	0.90946	1.0	6067	1	-1.1465
TIMELESS	10	0.00047871	0.0034532	0.058778	418	8	-0.9614	0.42826	0.70174	1.0	4732	2	-0.9614
TSR1	10	0.0004816	0.0034713	0.058945	419	6	-0.48737	0.64036	0.84443	1.0	5584	2	-0.48737
MAD2L1BP	10	0.00048868	0.0035269	0.059629	420	8	-0.74582	0.97507	0.98277	1.0	6757	1	-0.74582
SEPSECS	10	0.00048932	0.0035283	0.059629	421	9	-0.79649	0.92566	0.9668	1.0	6585	1	-0.79649
FIP1L1	10	0.0005052	0.0036299	0.061173	422	8	-0.85399	0.995	0.99508	1.0	6935	0	-0.85399
BAP1	10	0.00050666	0.0036369	0.061173	423	6	-0.56418	0.99522	0.99527	1.0	6939	0	-0.56418
ZDHHC8	10	0.00051185	0.0036703	0.061589	424	8	-0.38833	0.71029	0.87744	1.0	5837	2	-0.38833
CENPE	10	0.0005155	0.0036883	0.061747	425	7	-0.68305	0.45176	0.72021	1.0	4841	2	-0.68305
NCOR2	10	0.00052762	0.0037593	0.062788	426	6	-0.62079	0.68873	0.8672	1.0	5762	3	-0.62079
CENPN	10	0.00053111	0.0037774	0.062942	427	6	-0.81457	0.43172	0.70436	1.0	4749	3	-0.81457
TCP1	10	0.00053557	0.0038066	0.063281	428	7	-0.90948	0.88489	0.95047	1.0	6422	2	-0.90948
RPAIN	10	0.00056752	0.0039973	0.066295	429	7	-0.96867	0.77404	0.90966	1.0	6069	2	-0.96867
KIAA2026	10	0.0005736	0.0040279	0.066647	430	3	0.22961	0.17107	0.41992	0.968195	3088	5	0.22961
SMC1A	10	0.00058554	0.0041295	0.06817	431	7	-1.5053	0.039698	0.15215	0.749007	1444	2	-1.5053
TMEM41B	10	0.00058927	0.0041559	0.068447	432	8	-0.64097	0.96556	0.97997	1.0	6719	1	-0.64097
TYMS	10	0.00059383	0.0041865	0.068772	433	8	-0.72964	0.93649	0.97197	1.0	6639	1	-0.72964
WDR3	10	0.00059536	0.004199	0.068772	434	6	-0.40871	0.36998	0.65546	1.0	4449	3	-0.40871
SNX27	10	0.0005959	0.0042046	0.068772	435	8	-0.41197	0.99926	0.99926	1.0	7032	0	-0.41197
CCT5	10	0.00060466	0.0042505	0.069364	436	5	-0.61066	0.11061	0.31593	0.913044	2463	4	-0.61066
NXF1	10	0.00061687	0.0043187	0.070222	437	6	-0.9691	0.52388	0.77558	1.0	5152	3	-0.9691
WDR61	10	0.00061768	0.0043229	0.070222	438	8	-0.71048	0.78811	0.91702	1.0	6138	2	-0.71048
INTS8	10	0.00063092	0.0044078	0.071438	439	7	-0.84818	0.45386	0.72182	1.0	4850	1	-0.84818
HUS1	10	0.00063301	0.0044217	0.071501	440	7	-1.0374	0.31204	0.60238	1.0	4151	2	-1.0374
SF3B5	10	0.0006347	0.0044356	0.071563	441	7	-0.80851	0.049675	0.1796	0.789323	1621	2	-0.80851
PRPF19	10	0.00064341	0.0044801	0.072118	442	8	-1.2869	0.99686	0.9969	1.0	6966	0	-1.2869
DNA2	10	0.00065076	0.0045205	0.072604	443	8	-0.55201	0.98584	0.98759	1.0	6833	1	-0.55201
DHX38	10	0.00066223	0.0046026	0.073756	444	8	-0.44859	0.89272	0.95326	1.0	6456	2	-0.44859
FDPS	10	0.00067483	0.0046764	0.074735	445	7	-1.0403	0.9881	0.98903	1.0	6852	1	-1.0403
WDR1	10	0.00067607	0.0046847	0.074735	446	8	-0.91174	0.99963	0.99963	1.0	7058	0	-0.91174
PSMA3	10	0.00068385	0.0047292	0.074941	447	5	-0.34783	0.97687	0.98342	1.0	6764	1	-0.34783
DYNC1LI1	10	0.0006839	0.0047292	0.074941	448	7	-0.90276	0.999	0.99901	1.0	7019	0	-0.90276
PSMB2	10	0.0006908	0.0047682	0.075391	449	7	-0.7316	0.99896	0.99897	1.0	7017	0	-0.7316
